City ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
359,Whitefish,48.4111,-114.3376,46.15,49,90,10.36,overcast clouds
360,Kaputa,-8.4689,29.6619,73.0,66,11,1.12,few clouds
361,Berlevag,70.8578,29.0864,30.56,65,37,15.48,scattered clouds
362,Mount Gambier,-37.8333,140.7667,60.71,88,90,11.5,light rain
363,Araguacu,-12.9306,-49.8264,82.15,55,94,3.67,overcast clouds
364,Gafanha Da Encarnacao,40.6181,-8.733,55.27,84,4,3.94,clear sky
365,Kloulklubed,7.0419,134.2556,86.5,70,100,8.84,overcast clouds
366,Inuvik,68.3499,-133.7218,29.16,100,90,0.0,mist
367,Vila Franca Do Campo,37.7167,-25.4333,68.41,84,100,9.62,overcast clouds
368,Vila Velha,-20.3297,-40.2925,75.15,88,75,4.61,broken clouds
369,Huaicheng,23.9051,112.1931,68.22,70,100,2.01,overcast clouds
370,Komsomolskiy,40.4272,71.7189,50.72,57,100,9.22,haze
371,Kutum,14.2,24.6667,69.67,19,47,7.94,scattered clouds
372,Caravelas,-17.7125,-39.2481,74.21,86,29,8.16,scattered clouds
373,Esqueda,30.7167,-109.5833,59.2,22,0,4.38,clear sky
374,Collie,-33.3667,116.15,49.89,69,100,4.97,overcast clouds
375,Petropavlovsk-Kamchatskiy,53.0452,158.6483,41.59,61,0,6.71,clear sky
376,Kushiro,42.975,144.3747,59.95,82,20,18.41,few clouds
377,Tupik,54.4253,119.9327,35.26,66,100,3.87,overcast clouds
378,Santa Eulalia,-11.85,-76.6833,37.99,61,64,2.86,broken clouds
379,Langenburg,49.2544,9.8458,44.42,100,90,6.91,overcast clouds
380,Goroka,-6.0834,145.3873,78.15,50,76,4.18,broken clouds
381,Deputatskiy,69.3,139.9,0.9,98,98,2.42,overcast clouds
382,Puquio,-14.7,-74.1333,51.69,61,9,1.28,clear sky
383,Presidencia Roque Saenz Pena,-26.7852,-60.4388,82.85,35,86,12.5,overcast clouds
384,Omboue,-1.5746,9.2618,74.21,94,100,5.01,overcast clouds
385,Namwala,-15.7504,26.4384,74.71,50,79,11.74,broken clouds
386,Turayf,31.6725,38.6637,57.45,47,0,11.5,clear sky
387,Ginda,30.6945,78.4932,45.27,33,0,8.14,clear sky
388,Eureka,40.8021,-124.1637,63.19,82,79,0.81,broken clouds
389,Lagoa,39.05,-27.9833,67.35,74,100,23.78,overcast clouds
390,Cukai,4.25,103.4167,78.75,83,100,2.33,overcast clouds
391,Campina Verde,-19.5356,-49.4864,71.83,81,74,6.17,broken clouds
392,Paracatu,-17.2222,-46.8747,75.27,57,45,3.58,scattered clouds
393,Sulingen,52.6833,8.8,50.34,94,98,8.03,overcast clouds
394,Rawson,-43.3002,-65.1023,69.22,36,0,24.83,clear sky
395,Hobyo,5.3505,48.5268,79.14,78,5,5.86,light rain
396,Miyang,24.4042,103.4428,60.69,93,95,3.27,overcast clouds
397,Gravdal,68.1214,13.5031,36.25,99,100,22.55,overcast clouds
398,Bacolod,10.6667,122.95,83.71,74,67,9.33,moderate rain
399,Sisimiut,66.9395,-53.6735,24.35,70,100,5.97,overcast clouds
400,General Roca,-39.0333,-67.5833,75.6,19,87,6.55,light rain
401,Camacha,33.0833,-16.3333,63.36,77,20,3.44,few clouds
402,Porto Murtinho,-21.6989,-57.8825,82.53,38,93,7.18,overcast clouds
403,Poros,37.4994,23.4536,59.86,67,34,23.02,scattered clouds
404,Kalanguy,51.0167,116.5167,39.16,52,31,3.96,scattered clouds
405,Galegos,41.5627,-8.572,59.41,67,0,3.13,clear sky
406,Flin Flon,54.7682,-101.865,43.25,87,100,3.53,overcast clouds
407,Yulara,-25.2406,130.9889,91.24,8,75,10.36,broken clouds
408,Abnub,27.2696,31.1511,74.07,28,24,1.61,few clouds
409,Barra Patuca,15.8,-84.2833,81.43,76,78,12.26,broken clouds
410,Sigli,5.3848,95.9609,80.42,75,27,2.44,scattered clouds
411,Sao Jose Da Coroa Grande,-8.8978,-35.1478,76.66,80,2,9.48,clear sky
412,Cabo San Lucas,22.8909,-109.9124,81.7,71,40,1.01,scattered clouds
413,Launceston,-41.45,147.1667,66.15,63,38,10.36,scattered clouds
414,Baykit,61.67,96.37,19.56,85,99,12.41,overcast clouds
415,Sola,-13.8833,167.55,81.12,65,100,9.98,overcast clouds
416,Jalingo,8.8833,11.3667,77.11,77,76,2.3,broken clouds
417,Dabat,12.9842,37.765,51.46,68,11,4.45,few clouds
418,Qui Nhon,13.7667,109.2333,78.35,90,100,4.29,overcast clouds
419,Kargasok,59.0556,80.8572,22.95,96,76,6.38,broken clouds
420,Sibolga,1.7427,98.7792,79.74,79,100,0.89,overcast clouds
421,Sao Joao Da Barra,-21.6403,-41.0511,73.44,89,29,11.41,scattered clouds
422,Svetlyy,54.675,20.1347,57.25,88,100,15.3,overcast clouds
423,Bogorodskoye,56.55,37.8833,39.79,92,100,10.96,light rain
424,College,64.8569,-147.8028,26.58,90,90,0.0,overcast clouds
425,Hualmay,-11.0964,-77.6139,64.47,82,12,9.35,few clouds
426,Dickinson,29.4608,-95.0513,73.94,55,1,10.36,clear sky
427,Copiapo,-27.3667,-70.3333,53.29,49,5,1.52,clear sky
428,Fredericton,45.9454,-66.6656,45.64,75,90,7.0,overcast clouds
429,Rosario,-32.9468,-60.6393,84.94,48,0,1.99,clear sky
430,Alghero,40.5589,8.3181,61.05,72,100,4.85,overcast clouds
431,Muzhi,65.3667,64.6667,21.6,95,100,14.52,snow
432,Kiunga,-6.1219,141.2906,86.49,71,89,3.78,overcast clouds
433,San Juan De Uraba,8.7592,-76.5297,79.34,86,100,2.8,overcast clouds
434,Udachnyy,66.4167,112.4,17.29,84,100,15.35,overcast clouds
435,Morant Bay,17.8815,-76.4093,82.02,80,42,6.44,scattered clouds
436,Vestmannaeyjar,63.4427,-20.2734,42.4,72,61,11.74,broken clouds
437,Bangangte,5.1409,10.5198,61.07,96,100,2.15,overcast clouds
438,El Tigre,8.8875,-64.2454,72.61,96,100,9.75,moderate rain
439,Laurel,39.0993,-76.8483,62.64,82,1,3.0,clear sky
440,Mahebourg,-20.4081,57.7,70.25,88,20,5.75,few clouds
441,Northam,51.0333,-4.2167,59.09,84,100,22.55,overcast clouds
442,Alice Springs,-23.7,133.8833,94.55,24,69,19.57,broken clouds
443,Forst,51.7333,14.6333,47.73,93,23,5.28,few clouds
444,Griffith,41.5284,-87.4237,52.99,74,1,1.99,clear sky
445,Mbandaka,0.0487,18.2603,69.26,97,100,3.42,overcast clouds
446,Kariapatti,9.6751,78.0999,79.32,94,75,3.44,mist
447,Vanavara,60.34,102.2797,23.29,57,100,15.26,overcast clouds
448,Villa Bruzual,9.3328,-69.1208,72.12,97,100,1.88,overcast clouds
449,Port Hardy,50.6996,-127.4199,50.0,87,90,5.75,light rain
450,Biak,-0.9131,122.8766,83.93,65,99,3.6,overcast clouds
451,La Reforma,25.0833,-108.05,83.14,65,0,10.02,clear sky
452,Touros,-5.1989,-35.4608,79.7,75,5,15.05,clear sky
453,Kidal,18.4411,1.4078,82.65,16,43,8.9,scattered clouds
454,Manoel Urbano,-8.8389,-69.2597,75.79,78,99,2.53,overcast clouds
455,Sfantu Gheorghe,45.8667,25.7833,40.66,71,23,1.81,few clouds
456,Eydhafushi,5.1033,73.0708,80.37,76,94,7.47,overcast clouds
457,Roald,62.5833,6.1333,55.45,87,40,10.36,scattered clouds
458,Sulangan,11.1373,123.7228,81.95,77,85,8.12,moderate rain
459,Baikunthpur,23.25,82.55,61.45,74,0,4.03,clear sky
460,Pochutla,15.7432,-96.4661,81.82,88,24,4.7,few clouds
461,Balsta,59.5671,17.5278,50.88,93,99,9.31,overcast clouds
462,Genc,38.7507,40.5603,48.36,46,41,4.63,scattered clouds
463,Souillac,-20.5167,57.5167,70.36,88,20,5.75,few clouds
464,Patharia,23.9,79.2,62.58,55,0,2.82,clear sky
465,Curup,-3.4667,102.5333,70.54,92,100,1.01,overcast clouds
466,Tailai,46.3833,123.4,46.27,41,5,4.38,clear sky
467,Buraydah,26.326,43.975,72.05,17,100,11.36,overcast clouds
468,Casablanca,33.5928,-7.6192,66.33,100,0,3.0,clear sky
469,Shache,38.4167,77.2406,45.73,39,100,2.24,overcast clouds
470,Katra,32.9833,74.95,53.87,44,0,9.33,clear sky
471,Baruun-Urt,46.6806,113.2792,39.52,39,0,10.85,clear sky
472,Cliza,-17.6,-65.9333,63.14,57,27,6.13,scattered clouds
473,Daru,-9.0763,143.2092,84.11,74,100,14.41,overcast clouds
474,Fort Nelson,58.8053,-122.7002,31.59,100,90,2.3,light snow
475,Acuitzio,20.345,-101.9771,65.41,58,40,3.2,scattered clouds
476,Quelimane,-17.8786,36.8883,74.01,75,82,5.97,broken clouds
477,Mont-De-Marsan,44.0,-0.6667,50.22,95,0,3.44,clear sky
478,Robertsport,6.7533,-11.3686,79.2,84,65,7.14,light rain
479,Paso De Los Toros,-32.8167,-56.5167,71.22,70,0,6.87,clear sky
480,Longkou,37.6508,120.3286,60.58,52,100,3.96,overcast clouds
481,Doha,25.2867,51.5333,76.89,69,0,3.44,clear sky
482,Aasiaat,68.7098,-52.8699,14.11,76,100,6.78,overcast clouds
483,Estevan,49.1334,-102.9842,46.6,66,20,5.75,few clouds
484,Taywarah,33.35,64.4167,31.69,37,0,2.48,clear sky
485,Kaniama,-7.5667,24.1833,65.32,96,83,3.69,broken clouds
486,Ayan,56.45,138.1667,37.15,71,13,5.59,few clouds
487,Avera,33.194,-82.5271,53.74,45,1,3.62,clear sky
488,Epernay,49.05,3.95,44.06,89,1,5.82,clear sky
489,Coxim,-18.5067,-54.76,75.56,87,73,4.18,broken clouds
490,Alikovo,55.7383,46.7549,40.87,85,100,14.97,overcast clouds
491,Mareeba,-17.0,145.4333,88.32,54,12,8.16,few clouds
492,Wanning,18.8003,110.3967,77.79,90,100,11.43,light rain
493,Havelock,34.8791,-76.9013,61.93,91,59,5.08,broken clouds
494,Pringsewu,-5.3582,104.9744,77.99,89,100,1.48,overcast clouds
495,Nuuk,64.1835,-51.7216,30.81,74,20,6.91,few clouds
496,Codrington,-38.2667,141.9667,57.06,87,100,13.65,overcast clouds
497,Salalah,17.0151,54.0924,71.69,53,0,2.3,clear sky
498,Clovis,36.8252,-119.7029,67.6,65,0,3.47,clear sky
499,Chokurdakh,70.6333,147.9167,5.68,89,100,5.03,overcast clouds
500,Michigan City,41.7075,-86.895,49.87,86,1,4.61,clear sky
501,Pangoa,-12.1167,-73.0,72.28,77,100,1.59,overcast clouds
502,Hirara,24.8,125.2833,77.27,61,40,12.66,scattered clouds
503,Tombouctou,20.0,-3.0,84.83,19,92,4.0,overcast clouds
504,Rio Gallegos,-51.6226,-69.2181,55.45,47,0,9.22,clear sky
505,Seoul,37.5683,126.9778,60.24,56,0,3.44,clear sky
506,Pacific Grove,36.6177,-121.9166,71.58,84,1,1.99,clear sky
507,Kalmunai,7.4167,81.8167,77.9,85,96,9.37,overcast clouds
508,Naze,28.3667,129.4833,74.32,56,0,15.08,clear sky
509,Oktyabrskoye,43.0645,44.7417,21.34,100,0,6.71,clear sky
510,Coahuayana,18.7333,-103.6833,83.68,85,89,1.86,overcast clouds
511,Tarakan,3.3,117.6333,81.9,83,75,4.61,broken clouds
512,Kovernino,57.1253,43.8142,42.22,86,100,11.86,overcast clouds
513,Mto Wa Mbu,-3.35,35.85,68.74,74,19,3.76,few clouds
514,Isangel,-19.55,169.2667,86.11,70,100,4.61,overcast clouds
515,Port-Gentil,-0.7193,8.7815,77.7,84,100,11.23,overcast clouds
516,Solano,38.2333,-121.9511,71.73,73,1,9.22,clear sky
517,Jutai,-5.1833,-68.9,73.02,91,99,2.26,overcast clouds
518,Arys,42.4252,68.795,44.82,44,100,5.08,overcast clouds
519,Mantua,45.1667,10.7833,49.82,68,14,4.68,few clouds
520,Shimoda,34.6667,138.95,68.36,70,15,10.09,few clouds
521,Namatanai,-3.6667,152.4333,86.56,64,38,4.34,scattered clouds
522,Diego De Almagro,-26.3667,-70.05,64.81,31,0,0.58,clear sky
523,Cap Malheureux,-19.9842,57.6142,70.47,73,0,1.99,clear sky
524,Nakano,36.75,138.3667,67.98,80,79,6.13,broken clouds
525,Nanae,41.8833,140.6833,61.03,55,75,12.66,broken clouds
526,Fort-Shevchenko,44.5086,50.263,43.95,63,5,13.2,clear sky
527,Muleba,-1.8397,31.6544,68.61,76,84,3.56,light rain
528,Trelew,-43.249,-65.3051,71.92,30,0,24.45,clear sky
529,Aykhal,66.0,111.5,15.42,91,100,23.49,overcast clouds
530,Bilibino,68.0546,166.4372,-12.6,96,37,2.08,scattered clouds
531,Luoyang,34.6836,112.4536,58.98,54,100,3.36,overcast clouds
532,Phalaborwa,-23.943,31.1411,64.8,80,100,9.06,overcast clouds
533,Pimentel,-6.8367,-79.9342,63.39,87,98,14.29,overcast clouds
534,Prado,-17.3411,-39.2208,73.94,88,75,8.88,broken clouds
535,Limay,14.5333,120.55,81.34,76,42,13.87,scattered clouds
536,Dunmore Town,25.5,-76.65,81.09,74,82,12.64,broken clouds
537,Oistins,13.0667,-59.5333,80.69,74,20,13.8,few clouds
538,Cap-Aux-Meules,47.3821,-61.8597,48.25,71,75,23.02,broken clouds
539,Pervomaysk,48.0443,30.8507,41.95,87,41,4.61,scattered clouds
540,Torata,-17.0769,-70.8433,56.93,55,0,0.58,clear sky
541,Ust-Tsilma,65.441,52.1498,23.4,95,100,7.81,light snow
542,Zamosc,50.7231,23.252,42.64,87,36,7.31,scattered clouds
543,Itoman,26.1247,127.6694,78.82,50,40,14.97,scattered clouds
544,Arica,-18.475,-70.3042,61.03,82,0,2.3,clear sky
545,Amahai,-3.3333,128.9167,86.2,65,52,2.08,broken clouds
546,Forbes,-33.3833,148.0167,85.91,12,100,11.41,overcast clouds
547,Mitu,1.1983,-70.1733,71.62,99,100,1.14,overcast clouds
548,Hanzhong,33.0728,107.0303,55.78,83,100,0.83,overcast clouds
549,Faya,18.3851,42.4509,57.31,60,100,3.89,overcast clouds
550,Saint Anthony,45.0205,-93.218,54.55,70,90,1.01,overcast clouds
551,Balaipungut,1.05,101.2833,79.21,89,100,1.54,moderate rain
552,Korla,41.7597,86.1469,45.66,46,0,3.31,clear sky
553,Camapua,-19.5314,-54.0439,71.83,91,85,2.75,overcast clouds
554,Richards Bay,-28.783,32.0377,66.0,81,100,4.0,overcast clouds
555,Kingman,35.1894,-114.053,68.04,34,1,13.8,clear sky
556,Waipawa,-41.4122,175.5153,61.03,65,95,7.9,overcast clouds
557,Tezu,27.9167,96.1667,68.41,56,8,3.0,clear sky
558,Mugur-Aksy,50.35,90.5,18.34,79,50,5.95,scattered clouds
559,Katsuura,35.1333,140.3,71.19,78,92,12.37,overcast clouds
560,Okha,53.5739,142.9478,41.11,85,100,12.3,overcast clouds
561,Darhan,49.4867,105.9228,37.67,56,9,2.13,clear sky
562,Jasper,37.2001,-94.3502,55.81,92,90,1.01,moderate rain
563,Sabzevar,36.2126,57.6819,42.33,57,0,6.76,clear sky
564,Padang,-0.9492,100.3543,80.85,68,80,2.15,broken clouds
565,Port Moresby,-9.4431,147.1797,90.82,58,40,11.5,haze
566,Huangpi,30.8845,114.3779,70.11,77,11,2.24,mist
567,Honningsvag,70.9821,25.9704,33.51,63,6,23.78,clear sky
568,Twin Falls,42.3505,-114.6445,49.89,76,75,10.36,broken clouds
569,Banyo,6.75,11.8167,66.42,89,98,2.26,overcast clouds
570,Kokopo,-4.352,152.2633,86.9,62,68,10.0,broken clouds
571,Maumere,-8.6199,122.2111,85.66,68,100,2.86,overcast clouds
572,Alofi,-19.0595,-169.9187,82.29,57,92,18.41,overcast clouds
573,Luderitz,-26.6481,15.1594,65.97,61,96,6.49,overcast clouds
574,Mega,4.05,38.3,59.65,80,68,9.17,broken clouds
575,Jaranwala,31.3333,73.4333,64.76,40,0,1.61,clear sky
576,Tiksi,71.6872,128.8694,3.11,98,90,3.71,overcast clouds
577,Tias,28.9611,-13.645,67.68,73,0,12.66,clear sky
578,Moa,20.6569,-74.9403,79.07,83,2,3.65,clear sky
579,Chara,56.9064,118.2631,31.24,69,99,0.69,overcast clouds
580,Fernley,39.608,-119.2518,63.46,58,0,5.1,clear sky
581,Cockburn Town,21.4612,-71.1419,82.78,69,31,1.43,scattered clouds
582,Longyearbyen,78.2186,15.6401,21.04,68,75,8.05,broken clouds
583,Tynset,62.2759,10.7824,29.82,90,100,6.6,overcast clouds
584,Castres,43.5833,2.1667,58.17,76,0,17.27,clear sky
585,Lufilufi,-13.8745,-171.5986,80.38,79,42,20.02,light rain
586,Tupsan,9.1992,124.7769,81.48,78,76,3.27,broken clouds
587,Vao,-22.6667,167.4833,72.52,84,24,14.25,few clouds
588,Tessalit,20.1986,1.0114,82.17,20,84,10.85,broken clouds
589,Russell,32.3502,-85.1999,65.43,84,1,4.61,clear sky
590,Saint Pete Beach,27.7253,-82.7412,77.16,80,97,6.02,overcast clouds
591,Omsukchan,62.5333,155.8,10.85,93,100,6.11,overcast clouds
592,Noumea,-22.2763,166.4572,82.38,80,66,13.33,broken clouds
593,Misratah,32.3754,15.0925,70.99,76,5,15.37,clear sky
594,Mana,5.6592,-53.7767,78.3,89,15,8.66,few clouds
595,Cootamundra,-34.65,148.0333,77.95,37,100,6.46,overcast clouds
596,Coari,-4.085,-63.1414,73.47,98,100,0.67,overcast clouds
597,Lumberton,34.6182,-79.0086,58.44,66,86,1.54,overcast clouds
598,Saint-Joseph,-21.3667,55.6167,70.16,75,15,2.44,few clouds
599,Okhotsk,59.3833,143.3,22.87,77,54,6.35,broken clouds
600,Thaba Nchu,-29.2093,26.839,55.18,87,100,3.02,overcast clouds
601,Lambarene,-0.7001,10.2406,72.72,97,100,2.42,overcast clouds
602,Kantang,7.4054,99.5156,77.09,100,20,0.0,few clouds
603,Nalut,30.3333,10.85,61.05,74,100,11.05,overcast clouds
604,Bowen,-20.0167,148.2333,89.82,63,0,9.89,clear sky
605,Dentsville,34.064,-80.9582,56.68,81,1,0.0,clear sky
606,Sioux Lookout,50.1001,-91.917,48.27,76,90,6.91,overcast clouds
607,Houma,29.5958,-90.7195,73.99,96,100,19.64,overcast clouds
608,Cacheu,12.2706,-16.1658,79.2,82,100,4.34,overcast clouds
609,Tateyama,34.9833,139.8667,71.15,73,29,13.22,scattered clouds
610,Morros,-9.4467,-46.3003,80.2,31,5,5.61,clear sky
611,Loandjili,-4.7561,11.8578,77.11,88,75,4.61,broken clouds
612,Wildberg,48.6234,8.7452,47.05,80,8,4.09,clear sky
613,Hinton,53.4001,-117.5857,41.11,47,1,9.62,clear sky
614,Maswa,-2.6833,33.9833,68.74,61,65,5.61,broken clouds
615,Acari,-15.4311,-74.6158,69.06,73,25,3.44,scattered clouds
616,Changde,29.0464,111.6783,64.53,63,97,3.53,light rain
617,Mandiana,10.6333,-8.6833,76.37,81,64,5.84,light rain
618,Gemena,3.25,19.7667,69.12,98,100,1.95,overcast clouds
619,Hurghada,27.2574,33.8129,75.15,42,0,10.92,clear sky
620,Athabasca,54.7169,-113.2854,46.22,46,32,8.55,scattered clouds
621,Ciudad Bolivar,8.1222,-63.5497,76.41,90,100,9.46,overcast clouds
622,Saint-Pierre,-21.3393,55.4781,71.24,65,0,9.22,clear sky
623,Pocone,-16.2567,-56.6228,80.1,60,82,2.04,broken clouds
624,Palimbang,6.2106,124.1894,85.62,64,100,5.19,overcast clouds
625,Catuday,16.2923,119.8062,81.18,68,46,11.48,scattered clouds
626,Kokoda,-8.8785,147.7407,89.62,51,42,6.35,scattered clouds
627,Waw,7.7029,27.9953,73.06,83,99,2.37,light rain
628,Regeneracao,-6.2378,-42.6883,86.54,37,100,4.09,overcast clouds
629,Nileshwar,12.25,75.1,76.96,87,100,6.35,overcast clouds
630,Willmar,45.1219,-95.0433,48.22,100,90,5.75,moderate rain
631,Portland,45.5234,-122.6762,55.62,92,90,1.01,light rain
632,Maceio,-9.6658,-35.7353,76.44,94,20,3.44,few clouds
633,Dicabisagan,17.0818,122.4157,78.71,78,97,9.71,overcast clouds
634,Najran,17.4924,44.1277,61.45,28,0,1.92,clear sky
635,Mahibadhoo,3.7833,72.9667,80.67,78,93,8.66,overcast clouds
636,Jining,35.405,116.5814,61.21,62,95,4.92,overcast clouds
637,Powell River,49.8496,-124.5361,53.6,87,75,4.61,broken clouds
638,Bosaso,11.2842,49.1816,77.23,63,4,2.82,clear sky
639,Velsk,61.0701,42.0983,38.89,94,100,6.8,overcast clouds
640,Juneau,58.3019,-134.4197,44.6,94,90,10.0,moderate rain
641,Gubkinskiy,64.434,76.5026,5.74,96,100,7.2,overcast clouds
642,Mahon,39.8885,4.2658,57.76,88,20,6.91,few clouds
643,Comodoro Rivadavia,-45.8667,-67.5,66.06,34,0,11.5,clear sky
644,Rovenki,48.0833,39.3776,34.7,44,0,1.66,clear sky
645,Balezino,57.9796,53.0106,34.0,98,100,13.58,snow
646,Oneonta,42.4529,-75.0638,49.3,88,100,1.88,overcast clouds
647,Pangody,65.85,74.4859,10.24,94,100,7.74,overcast clouds
648,Tingi,-11.3,35.0333,64.74,77,3,3.51,clear sky
649,Ginir,7.1333,40.7,55.72,83,11,3.83,few clouds
650,Turukhansk,65.8167,87.9833,3.27,96,96,7.7,overcast clouds
651,Bambanglipuro,-7.95,110.2833,81.97,78,96,5.59,overcast clouds
652,Inirida,3.8653,-67.9239,72.36,98,88,1.81,overcast clouds
653,Ballina,-28.8667,153.5667,88.79,67,4,13.8,clear sky
654,Marsaxlokk,35.8419,14.5431,67.08,94,20,25.32,moderate rain
655,Shenyang,41.7922,123.4328,58.05,61,0,4.47,clear sky
656,Hearst,49.6835,-83.6665,37.65,88,21,4.41,few clouds
657,Bubaque,11.2833,-15.8333,81.86,77,72,7.0,light rain
658,Oblivskaya,48.5362,42.5014,29.62,63,0,4.88,clear sky
659,Birjand,32.8663,59.2211,39.67,38,0,6.91,clear sky
660,Hervey Bay,-25.2986,152.8535,84.04,71,0,14.32,clear sky
661,Road Town,18.4167,-64.6167,82.49,63,0,11.54,clear sky
662,Olinda,-8.0089,-34.8553,78.53,78,75,11.5,broken clouds
663,Makakilo City,21.3469,-158.0858,82.15,72,75,11.5,broken clouds
664,Ovalle,-30.5983,-71.2003,68.4,57,4,1.77,clear sky
665,Mporokoso,-9.3727,30.125,67.93,44,30,7.09,scattered clouds
666,Tavricheskoye,54.5851,73.6395,31.91,52,100,11.36,overcast clouds
667,Itanhaem,-24.1831,-46.7889,77.25,99,100,9.15,heavy intensity rain
668,Puerto Leguizamo,-0.1934,-74.7819,69.49,99,96,2.1,overcast clouds
669,Gangarampur,25.4,88.5167,74.3,78,0,4.99,clear sky
670,Guerrero Negro,27.9769,-114.0611,71.65,56,0,10.56,clear sky
671,Andra,62.5147,65.8878,25.88,95,100,12.35,light snow
672,Dauphin,51.1494,-100.0502,48.34,87,75,4.61,broken clouds
673,Banning,33.9256,-116.8764,77.67,49,0,5.37,clear sky
674,Rumilly,45.8667,5.95,51.55,92,0,2.3,clear sky
675,Peleduy,59.6289,112.7406,26.92,69,100,13.94,overcast clouds
676,Nicoya,10.1483,-85.452,76.55,93,91,1.25,overcast clouds
677,Olafsvik,64.8945,-23.7142,39.97,91,100,28.59,overcast clouds
678,Normandin,48.8333,-72.5321,37.53,75,49,5.75,scattered clouds
679,Wenzhou,27.9994,120.6668,64.76,81,100,1.36,overcast clouds
680,Meadow Lake,34.8014,-106.5436,53.96,27,0,18.45,clear sky
681,Mount Isa,-20.7333,139.5,92.97,38,82,16.11,broken clouds
682,Coos Bay,43.3665,-124.2179,65.01,91,90,3.44,haze
683,West Wendover,40.7391,-114.0733,54.61,54,1,0.0,clear sky
684,Zapolyarnyy,69.4154,30.8136,16.88,81,13,3.71,few clouds
685,Inhambane,-23.865,35.3833,71.04,71,98,14.18,light rain
686,Harer,9.3094,42.1258,54.43,66,1,0.45,clear sky
687,Kroya,-7.6331,109.2461,82.9,75,95,6.55,overcast clouds
688,Penzance,50.1186,-5.5371,58.77,93,95,26.53,overcast clouds
689,Zeya,53.75,127.2667,37.98,60,100,2.26,overcast clouds
690,Clifton,40.8584,-74.1638,59.34,70,75,1.01,broken clouds
691,Lucea,18.451,-78.1736,80.46,72,68,1.88,broken clouds
692,Muriwai Beach,-36.8167,174.45,67.8,83,100,4.45,light rain
693,Kyren,51.6828,102.1408,38.34,80,77,1.3,broken clouds
694,Kattivakkam,13.2167,80.3167,80.69,77,100,14.25,overcast clouds
695,Port Hedland,-20.3167,118.5667,89.65,25,0,6.91,clear sky
696,Minna,9.6139,6.5569,74.91,94,0,3.44,light rain
697,Iquique,-20.2208,-70.1431,62.64,68,33,1.72,scattered clouds
698,Sorong,-0.8833,131.25,83.44,77,18,7.18,few clouds
699,Ketchikan,55.3422,-131.6461,43.52,79,68,12.3,moderate rain
700,Maykor,59.0059,55.88,33.76,98,100,10.89,light rain
701,Ostrovnoy,68.0531,39.5131,30.94,63,100,13.53,overcast clouds
702,Chornobay,49.6708,32.3239,41.32,89,100,7.61,overcast clouds
703,Auki,-8.7676,160.7034,85.87,68,90,3.06,overcast clouds
704,Sorland,67.667,12.6934,49.23,88,100,29.66,overcast clouds
705,Shakawe,-18.3667,21.85,70.97,71,98,7.92,light rain
706,Port Augusta,-32.5,137.7667,92.71,12,24,36.48,few clouds
707,Moline,41.5067,-90.5151,55.31,69,1,12.66,clear sky
708,Ratnagiri,16.9833,73.3,75.61,61,47,8.19,scattered clouds
709,Bonavista,48.6499,-53.1147,39.11,65,100,14.81,overcast clouds
710,Te Anau,-45.4167,167.7167,65.62,57,16,3.56,few clouds
711,Jalu,29.0331,21.5482,68.18,59,6,3.67,clear sky
712,Gazli,40.1333,63.45,44.51,72,100,7.7,overcast clouds
713,Les Cayes,18.2,-73.75,77.88,81,85,3.42,overcast clouds
714,Mokrous,51.2333,47.5167,33.17,58,6,12.28,clear sky
715,Dashitou,43.3067,128.5114,44.58,51,3,7.87,clear sky
716,Hammerfest,70.6634,23.6821,27.05,80,0,18.41,clear sky
717,Diamantino,-14.4086,-56.4461,74.26,90,86,2.51,heavy intensity rain
